0	0	156	140
1	0	157	140
2	0	158	141
3	0	159	142
4	0	160	143
5	0	161	144
6	0	162	145
7	0	163	146
8	0	165	147
9	0	166	148
10	0	167	149
11	0	169	151
12	0	170	152
13	0	171	153
14	0	173	155
15	0	174	156
16	0	176	158
17	0	177	159
18	0	178	160
19	0	179	161
20	0	180	162
21	0	181	163
22	0	182	164
23	0	183	165
24	0	184	166
25	0	184	166
26	0	185	167
27	0	186	167
28	0	187	168
29	0	187	168
30	0	188	169
31	0	189	169
32	0	190	170
33	0	190	170
34	0	191	171
35	0	192	172
36	0	193	173
37	0	193	173
38	0	194	174
39	0	195	175
40	0	196	176
41	2	195	180
42	4	195	184
43	7	194	188
44	9	194	192
45	11	194	196
46	14	193	200
47	16	193	204
48	19	193	209
49	20	191	210
50	21	190	211
51	22	189	213
52	24	188	214
53	25	187	215
54	26	186	217
55	27	185	218
56	29	184	220
57	31	182	221
58	34	180	223
59	36	179	225
60	39	177	227
61	42	175	228
62	44	174	230
63	47	172	232
64	50	171	234
65	49	169	232
66	49	168	231
67	49	167	230
68	49	166	229
69	48	165	228
70	48	164	227
71	48	163	226
72	48	162	225
73	51	160	226
74	55	158	227
75	59	156	229
76	63	154	230
77	67	152	231
78	71	150	233
79	75	148	234
80	79	146	236
81	83	143	237
82	87	140	238
83	91	138	239
84	95	135	241
85	99	132	242
86	103	130	243
87	107	127	244
88	112	125	246
89	114	122	246
90	117	120	247
91	120	118	247
92	123	116	248
93	125	113	248
94	128	111	249
95	131	109	249
96	134	107	250
97	137	105	250
98	140	103	250
99	143	101	250
100	146	100	250
101	149	98	250
102	152	96	250
103	155	94	250
104	158	93	251
105	161	91	250
106	165	90	250
107	168	88	250
108	172	87	250
109	175	85	250
110	179	84	250
111	182	82	250
112	186	81	250
113	187	81	250
114	189	82	250
115	191	83	250
116	193	84	250
117	195	84	250
118	197	85	250
119	199	86	250
120	201	87	250
121	203	87	249
122	205	88	248
123	207	88	248
124	209	89	247
125	211	90	246
126	213	90	246
127	215	91	245
128	217	92	245
129	218	92	243
130	220	93	241
131	221	93	239
132	223	94	237
133	224	95	235
134	226	95	233
135	227	96	231
136	229	97	230
137	230	96	230
138	232	96	230
139	233	96	230
140	235	96	230
141	237	95	230
142	238	95	230
143	240	95	230
144	242	95	230
145	243	94	229
146	244	94	228
147	245	94	227
148	246	94	226
149	247	93	225
150	248	93	224
151	249	93	223
152	250	93	222
153	250	93	219
154	250	93	217
155	250	93	214
156	250	93	212
157	250	93	209
158	250	93	207
159	250	93	204
160	250	93	202
161	250	92	199
162	250	92	196
163	250	91	193
164	250	91	191
165	250	91	188
166	250	90	185
167	250	90	182
168	250	90	180
169	250	89	177
170	250	88	175
171	250	88	173
172	250	87	171
173	250	86	169
174	250	86	167
175	250	85	165
176	250	85	163
177	250	83	160
178	250	81	157
179	250	79	155
180	250	77	152
181	250	75	149
182	250	73	147
183	250	71	144
184	251	69	142
185	250	68	139
186	250	67	137
187	250	67	134
188	250	66	132
189	250	65	130
190	250	65	127
191	250	64	125
192	250	64	123
193	250	62	121
194	250	61	120
195	250	60	119
196	250	59	118
197	250	57	117
198	250	56	116
199	250	55	115
200	250	54	114
201	250	53	113
202	250	52	112
203	250	51	111
204	250	50	110
205	250	49	109
206	250	48	108
207	250	47	107
208	250	47	106
209	250	45	104
210	250	44	103
211	250	42	101
212	250	41	100
213	250	39	98
214	250	38	97
215	250	36	95
216	250	35	94
217	250	33	92
218	250	31	91
219	250	29	90
220	250	27	89
221	250	25	87
222	250	23	86
223	250	21	85
224	251	19	84
225	251	16	81
226	251	14	79
227	251	11	76
228	251	9	74
229	251	7	71
230	251	4	69
231	251	2	66
232	251	0	64
233	250	0	59
234	249	1	54
235	248	1	49
236	247	2	45
237	246	2	40
238	245	3	35
239	244	3	30
240	243	4	26
241	241	3	26
242	239	3	26
243	238	2	26
244	236	2	26
245	234	1	26
246	233	1	26
247	231	0	26
248	230	0	27
249	230	0	27
250	230	0	27
251	230	0	27
252	230	0	27
253	230	0	27
254	230	0	27
255	230	0	27
